# Mutation tests for the foundation self-test — see scripts/analysis/check-mutations.
#
# WHY THIS FILE EXISTS. A check that is broken and a check that is passing both return
# zero rows. That is the only signal SQL gives, so "it returned nothing on healthy data"
# is not evidence a check works — it is exactly what a no-op does. Every defect found in
# this suite so far was a check that had silently become a no-op, usually because a
# comparison went NULL. This file breaks the catalog on purpose, one way per line, and
# asserts the check that is supposed to notice actually does.
#
# Columns, TAB-separated:
#   name            what is being broken, for the report
#   expect          check_name that MUST appear. `*` means "any row at all" — avoid it:
#                   it passes when the WRONG check fires, so it proves almost nothing
#   sql             statements redefining a view/macro to introduce the defect
#
# Adding a check to catalog_checks.sql? Add a line here breaking what it guards. A check
# with no line is a check nobody has proven fires — and the harness ENFORCES that, in
# both directions: a check with no mutation fails the run, and an entry naming a check
# that no longer exists fails it too.

ingest changeset carrying an action	changeset_action_iff_interactive	CREATE TABLE _m AS SELECT * FROM changesets; CREATE OR REPLACE VIEW changesets AS SELECT * REPLACE ('edit' AS action) FROM _m;
actor decodes to neither backing table	actor_backing_unresolved	CREATE TABLE _m AS SELECT * FROM actors; CREATE OR REPLACE VIEW actors AS SELECT * REPLACE (CASE WHEN actor_id = (SELECT min(actor_id) FROM _m) THEN NULL ELSE actor_name END AS actor_name) FROM _m;
a source slug collides with a username	actor_slug_collision	CREATE TABLE _m AS SELECT * FROM actors; CREATE OR REPLACE VIEW actors AS SELECT * REPLACE ('moses' AS actor_slug) FROM _m;
entity dropped from the exposure list	unexposed_entity	CREATE TABLE _m AS SELECT * FROM _entity_view; CREATE OR REPLACE VIEW _entity_view AS SELECT * FROM _m WHERE entity_table <> 'catalog_tag';
exposure list names a table that no longer exists	stale_entity_view	CREATE TABLE _m AS SELECT * FROM _entity_view; CREATE OR REPLACE VIEW _entity_view AS SELECT * FROM _m UNION ALL SELECT 'catalog_renamed_away', 'models';
exposure list names a view that was never created	missing_entity_view	CREATE TABLE _m AS SELECT * FROM _entity_view; CREATE OR REPLACE VIEW _entity_view AS SELECT * REPLACE (CASE WHEN entity_table = 'catalog_tag' THEN 'tag_vocabulary' ELSE view_name END AS view_name) FROM _m;
patch entry grain spans two subjects	patch_entry_spans_subjects	CREATE TABLE _m AS SELECT * FROM _patch_acts; CREATE OR REPLACE VIEW _patch_acts AS SELECT * FROM _m UNION ALL (SELECT patch_id, changeset_id, 'title', 999999, subject_public_id, subject_name, subject_status, model_slug, model_status, field_name, 'retract' FROM _m LIMIT 1);
claim subject resolves to nothing	unresolved_claim_subject	CREATE TABLE _m AS SELECT * FROM entity_subjects; CREATE OR REPLACE VIEW entity_subjects AS SELECT * REPLACE (CASE WHEN subject_type = 'person' THEN subject_id + 1000000 ELSE subject_id END AS subject_id) FROM _m;
claim subject type missing from the entity registry	unresolved_claim_subject	CREATE TABLE _m AS SELECT * FROM entity_registry; CREATE OR REPLACE VIEW entity_registry AS SELECT * FROM _m WHERE entity_type <> 'person';
credits invents a subject type the registry has no name for	unregistered_subject_type	CREATE TABLE _m AS SELECT * FROM credits; CREATE OR REPLACE VIEW credits AS SELECT * REPLACE ('machine' AS subject_type) FROM _m;
series half of the credit grain dropped	credit_rows_dropped	CREATE TABLE _m AS SELECT * FROM credits; CREATE OR REPLACE VIEW credits AS SELECT * FROM _m WHERE subject_type = 'model';
credit subject id resolves to nothing	credit_subject_not_live	CREATE TABLE _m AS SELECT * FROM credits; CREATE OR REPLACE VIEW credits AS SELECT * REPLACE (CASE WHEN credit_id = (SELECT min(credit_id) FROM _m) THEN 999999999 ELSE subject_id END AS subject_id) FROM _m;
patch ordinal truncated to four digits	macro_patch_number_of	CREATE OR REPLACE MACRO patch_number_of(pid) AS TRY_CAST(regexp_extract(pid, '^([0-9]{4})', 1) AS INTEGER);
public view added without a summary line	unsummarized_view	CREATE OR REPLACE VIEW zz_unsummarized AS SELECT 1 AS x;
live stops filtering deleted rows	fixture_live_liveness	CREATE OR REPLACE MACRO live(tbl) AS TABLE SELECT * EXCLUDE (status, created_at, updated_at) FROM blanks_null(tbl);
live stops dropping bookkeeping columns	fixture_live_excludes_bookkeeping	CREATE OR REPLACE MACRO live(tbl) AS TABLE SELECT * FROM blanks_null(tbl) WHERE status IS DISTINCT FROM 'deleted';
blanks_null stops folding empty strings	fixture_blanks_null	CREATE OR REPLACE MACRO blanks_null(tbl) AS TABLE SELECT * FROM query_table(tbl);
json_scalar_text stops guarding object and array shapes	fixture_json_scalar_text	CREATE OR REPLACE MACRO json_scalar_text(v) AS NULLIF(json_extract_string(v, '$'), '');
entity view republishes a bookkeeping column	entity_view_leaks_bookkeeping	CREATE OR REPLACE VIEW cabinets AS SELECT *, NULL::VARCHAR AS status FROM live('fc.catalog_cabinet');
entity view bypasses live()	entity_view_not_live_filtered	CREATE OR REPLACE VIEW cabinets AS SELECT * EXCLUDE (status, created_at, updated_at) FROM fc.catalog_cabinet WHERE status IS DISTINCT FROM 'deleted';
